instrument,timeframe,date_analysis,direction,wave_current,wave_next,wave_degree,pattern,confirmation_level,invalidation_level,fib_target_1,fib_target_2,fib_618,fib_382,fib_786,scenario,has_alternative,current_price_approx,notes,page,source_file,result,exit_price,candles_elapsed,symbol_td,sl_pips,rr_ratio,fib_50,fib_500,profit_target_pips,target_price,invalidation_level_78.60,invalidation_level_61.80,fib_618_full,price_target,target_percentage,fib_ratios,direction_option2,direction_option3,scenario_option2,scenario_option3,option2_key_level,option2_constraint,option3_risk,date_target
AUD/USD,1D,2022-06-27,buy,4,5,primary,impulse,0.76,0.71,0.77,0.78,,,,main,True,0.723,"Wave (X) completed, expecting wave 5 up with confirmation above 0.76000",1,2022.06.27T09-44-40.pdf,loss,0.68127,45.0,C:AUDUSD,500.0,0.2,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-27,sell,b,c,intermediate,corrective,,,,,,,,main,True,0.68352,"Wave (Y) projection downward, correction pattern in progress",2,2022.06.27T09-44-40.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-27,sell,4,5,intermediate,impulse,1.06159,1.07819,1.02,,,,,main,True,1.06159,"Elliott Wave count shows completion of wave 4, wave 5 down projected",3,2022.06.27T09-44-40.pdf,win,1.02303,45.0,C:EURUSD,166.0,2.51,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-27,sell,4,5,intermediate,impulse,,1.243,,,,,,main,True,1.209,"Triangle pattern identified, invalidation level marked, bearish projection to wave 5",4,2022.06.27T09-44-40.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2022-06-27,buy,Y,,,impulse,,,,,,,,main,True,1.34,"Wave Y completing with upward projection, Elliott Wave analysis showing complex correction pattern with multiple sub-waves labeled",5,2022.06.27T09-44-40.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4H,2022-06-27,buy,3,5,primary,impulse,1.28645,1.25181,1.27883,1.27332,1.27883,1.27332,,main,False,1.335,Elliott Wave impulse pattern with confluence at Fibonacci levels,6,2022.06.27T09-44-40.pdf,win,1.27883,2.0,C:USDCAD,346.4,0.22,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-24,buy,4,5,intermediate,impulse,0.76,0.7,0.77,0.785,,,,main,True,0.695,"Wave 5 projected upward after wave 4 correction, declining channel visible",1,2022.06.24T08-50-38.pdf,loss,0.67616,45.0,C:AUDUSD,600.0,0.17,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-06-24,sell,C,Y,primary,zigzag,,,,,,,,main,True,0.68283,"Double zigzag pattern (X) completed, wave C descending toward support",2,2022.06.24T08-50-38.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8H,2022-06-24,sell,4,5,primary,impulse,1.06376,1.08,1.06376,1.05692,1.06376,1.05692,,main,True,1.0468,"Wave (5) projection downward, invalidation level at 1.08000",3,2022.06.24T08-50-38.pdf,win,1.0097,45.0,C:EURUSD,162.4,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-24,sell,4,5,intermediate,impulse,,1.07361,1.0616,1.02,1.061,1.0566,,main,True,1.0234,"Elliott Wave count showing wave (5) projection downward, invalidation level at 1.07361",4,2022.06.24T08-50-38.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-24,sell,4,5,intermediate,impulse,1.24072,1.24072,1.18,,,,,main,True,1.24072,"Triangle pattern completed, wave 5 projected downward to 1.18000, invalidation level at 1.24072",5,2022.06.24T08-50-38.pdf,win,1.18681,45.0,C:GBPUSD,0.0,,,,,,,,,,,,,,,,,,,
USDCAD,ID,2022-06-24,buy,ii,iii,primary,impulse,,,,,,,,main,True,1.334,"Uptrend continuation after wave ii correction, targeting wave iii higher",6,2022.06.24T08-50-38.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-23,sell,b,c,intermediate,zigzag,,,,,,,,main,False,0.68621,"Wave Y (second zigzag) in progress, projected to reach lower levels",1,2022.06.23T09-06-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-23,sell,4,5,intermediate,impulse,1.0761,1.08144,1.06144,1.01,1.06144,1.0565,,main,True,1.0734,"Wave (5) projected downward with invalidation level at 1.08144, 61.80% retracement at 1.06144",2,2022.06.23T09-06-59.pdf,win,1.00766,45.0,C:EURUSD,53.4,2.75,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-23,sell,3,5,intermediate,impulse,,1.24078,,,,,,main,True,1.20678,"Wave 3 in progress, invalidation marked at 1.24078, triangle pattern completed, downside target projected to 1.18000",3,2022.06.23T09-06-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-23,buy,4,5,intermediate,impulse,1.27618,1.26,1.32,,1.25441,,,main,True,1.27618,"78.60% retracement at 1.25441, triangle pattern completing, invalidation levels marked",4,2022.06.23T09-06-59.pdf,pending,,45.0,C:USDCAD,161.8,2.71,,,,,,,,,,,,,,,,,,
USD/CHF,8H,2022-06-23,buy,4,5,intermediate,impulse,,,,,,,,main,True,0.975,Wave 5 projected upward after wave 4 correction,5,2022.06.23T09-06-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-06-23,buy,5,,primary,impulse,132.164,131.503,,,,,,main,True,138.5,"Wave 5 in progress, invalidation levels marked at 132.164 and 131.503",6,2022.06.23T09-06-59.pdf,loss,131.503,38.0,C:USDJPY,66.1,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-22,sell,c,c,intermediate,corrective,,,,,,,,main,False,0.68,Completed Elliott Wave 5-wave cycle (X) followed by downward correction (Y). Final wave (c) projected toward 0.68000,1,2022.06.22T09-24-16.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-22,sell,4,5,intermediate,impulse,,1.0781,1.06144,1.0585,1.06144,1.0585,,main,False,1.0348,Elliott Wave Count showing impulse pattern with invalidation level marked,2,2022.06.22T09-24-16.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-22,sell,4,5,intermediate,impulse,1.24079,1.24079,,,,,,main,False,1.24079,"Wave 4 invalidation level marked, downtrend continuation to wave 5 projected toward 1.18000",3,2022.06.22T09-24-16.pdf,win,1.1861,45.0,C:GBPUSD,0.0,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-22,buy,ii,iii,intermediate,impulse,1.27628,1.26,1.26544,,0.78605,,,main,True,1.27,"Invalidation levels marked at 1.27628 and 1.26000, Elliott Wave count (5) completed, retracement in wave ii",4,2022.06.22T09-24-16.pdf,win,1.26544,37.0,C:USDCAD,162.8,0.67,,,,,,,,,,,,,,,,,,
USD/CHF,8H,2022-06-22,buy,4,5,intermediate,impulse,1.015,0.975,1.02,,,,,main,True,0.96816,Wave 5 projected upward after completion of wave 4 correction,5,2022.06.22T09-24-16.pdf,win,0.98189,45.0,C:USDCHF,400.0,0.13,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-06-22,buy,4,5,intermediate,impulse,,131.0,,,,,,main,True,136.5,"Wave 5 projected upward, invalidation levels marked at 133.184 and 131.000",6,2022.06.22T09-24-16.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-21,sell,c,,intermediate,zigzag,,,,,,,,main,False,0.68783,"Wave (Y) complete, correction cycle finished",1,2022.06.21T10-40-28.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-21,sell,4,5,intermediate,impulse,,1.07931,1.07,1.015,0.786801,0.618801,,main,True,1.0348,"Elliott Wave Count showing downward impulse to wave 5, invalidation level at 1.07931",2,2022.06.21T10-40-28.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-21,sell,4,5,intermediate,impulse,1.24618,1.24618,1.18,,,,,main,False,1.234,"Wave 5 projected downward after wave 4 invalidation, triangle pattern identified at top",3,2022.06.21T10-40-28.pdf,win,1.1877,45.0,C:GBPUSD,0.0,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-21,buy,ii,iii,intermediate,impulse,1.27526,1.26184,,,1.26441,,,main,True,1.27436,"Elliott Wave Count with invalidation levels marked, wave (5) completed, correction wave ii in progress",4,2022.06.21T10-40-28.pdf,pending,,45.0,C:USDCAD,134.2,,,,,,,,,,,,,,,,,,,
USD/CHF,8H,2022-06-21,buy,4,5,primary,impulse,,,,,,,,main,True,0.96523,Elliott Wave Count showing impulse pattern with wave 5 projected upward,5,2022.06.21T10-40-28.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-06-21,buy,4,5,intermediate,impulse,131.505,127.217,,,,,,main,True,138.1,"Wave (5) in progress, invalidation levels marked at 131.505 and 127.217",6,2022.06.21T10-40-28.pdf,pending,,45.0,C:USDJPY,428.8,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-20,buy,c,5,primary,impulse,0.77,0.685,,,,,,main,True,0.724,"Elliott Wave Count showing impulse structure with wave (X) marked at 0.77600, corrective pattern C(W) at support, projection toward wave 5",1,2022.06.20T09-49-55.pdf,loss,0.67404,45.0,C:AUDUSD,850.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-06-20,sell,c,,intermediate,impulse,,,,,,,,main,True,0.68265,Wave (Y) completion projected downward,2,2022.06.20T09-49-55.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8H,2022-06-20,sell,5,,,impulse,,1.06009,,,,,,main,True,1.0348,Elliott Wave Count showing completed 5-wave structure with invalidation level at 1.06009,3,2022.06.20T09-49-55.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-20,sell,4,5,primary,impulse,1.06009,1.06809,,,,,,main,True,1.0348,"Elliott Wave Count showing completed (W), (X), (Y) with wave (5) projected downward to 1.01500",4,2022.06.20T09-49-55.pdf,pending,,45.0,C:EURUSD,80.0,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-20,sell,4,5,intermediate,impulse,,1.24079,,,,,,main,False,1.2303,"Wave 5 projected downward to 1.18000 level, invalidation marked at 1.24079",5,2022.06.20T09-49-55.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2022-06-20,buy,ii,iii,intermediate,impulse,,,,,,,,main,True,1.312,"Post-wave (Y) completion, currently in corrective wave ii, projected continuation to wave iii",6,2022.06.20T09-49-55.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-17,sell,c,Y,intermediate,zigzag,,,,,,,,main,True,0.68271,"Wave (X) C 5 completed around 0.77000, double zigzag pattern with waves 1-5 shown, bearish projection to wave (Y) c at lower levels",1,2022.06.17T09-31-20.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-17,sell,4,5,intermediate,impulse,1.0603,1.0603,,,,,,main,False,1.0348,"Invalidation level at 1.06030, wave (5) projected downward to approximately 1.01500",2,2022.06.17T09-31-20.pdf,loss,1.0603,10.0,C:EURUSD,0.0,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-17,sell,3,5,intermediate,impulse,,1.24079,,,,,,main,True,1.203,"Elliott Wave Count with Triangle pattern at E, invalidation marked at 1.24079, wave (3) in progress with projection to wave 5 downside",3,2022.06.17T09-31-20.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-17,buy,b,c,intermediate,zigzag,1.266,1.26,1.27,1.325,1.25441,,,main,True,1.27,"We hold long positions, a slight correction is possible. Triangle pattern with invalidation levels marked.",4,2022.06.17T09-31-20.pdf,win,1.27,42.0,C:USDCAD,60.0,0.67,,,,,,,,,,,,,,,,,,
USD/CHF,8H,2022-06-17,buy,4,5,intermediate,triangle,,,,,,,,main,True,0.96519,"Triangle formation completing, waiting for breakout. Do not sell on current bottom. Wave 5 projected upward.",5,2022.06.17T09-31-20.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,1D,2022-06-17,buy,4,5,primary,impulse,,,,,,,,main,True,135.0,"Wave 5 in progress, nested wave structure (1)(2)(3)(4)(5) with subdivisions (i)(ii)(iii)(iv)(v)",6,2022.06.17T09-31-20.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-16,sell,c,Y,intermediate,zigzag,,,,,,,,main,True,0.68281,Bearish wave (X) completed at 0.76800. Zigzag correction (Y) in progress with target lower.,1,2022.06.16T08-27-32.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-16,sell,5,,,impulse,,,,,,,,main,False,1.04,"Wave (5) descending, completing five-wave impulse structure",2,2022.06.16T08-27-32.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-16,sell,3,5,primary,impulse,,,,,,,,main,False,1.2,Wave (5) projected downward to approximately 1.17500 level,3,2022.06.16T08-27-32.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-16,buy,4,5,intermediate,impulse,1.266,1.26169,,,1.25441,,,main,True,1.325,"Long positions held, slight correction possible. Stop at Breakeven. 78.60% retracement at 1.25441",4,2022.06.16T08-27-32.pdf,pending,,45.0,C:USDCAD,43.1,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-06-16,buy,5,,primary,impulse,,,,,,,,main,True,1.02004,"Wave 5 in progress, strong uptrend continuation from wave 4 support level around 0.9550",5,2022.06.16T08-27-32.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-06-16,buy,4,5,intermediate,impulse,131.016,127.412,,,,,,main,True,134.5,"Wave 5 projected upward, invalidation levels marked at 131.016 and 127.412",6,2022.06.16T08-27-32.pdf,pending,,45.0,C:USDJPY,360.4,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-15,sell,c,,primary,zigzag,,,,,,,,main,True,0.685,"Complex Elliott Wave structure with cycle waves (W), (X), (Y) visible; downtrend continuation after wave (X)",1,2022.06.15T08-36-15.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-15,sell,b,c,intermediate,zigzag,,,,,,,,main,True,0.68821,"Wave (Y) descending, target towards 0.67500 support level",2,2022.06.15T08-36-15.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-15,sell,4,5,intermediate,impulse,,,,,,,,main,False,1.0348,"Wave 5 projection downward, lower target projected around 1.02500",3,2022.06.15T08-36-15.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-15,sell,3,5,intermediate,impulse,,,,,,,,main,False,1.201,"Elliott Wave Count with Triangle pattern completion, Wave 4 consolidation identified, impulse sequence continuing downward to wave 5",4,2022.06.15T08-36-15.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-15,buy,4,5,intermediate,impulse,1.26441,1.26104,,,0.786041,,,main,True,1.28104,"We hold long positions, a slight correction is possible. Stop is kept at Breakeven.",5,2022.06.15T08-36-15.pdf,pending,,45.0,C:USDCAD,33.7,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-06-15,buy,4,5,intermediate,impulse,,,,,,,,main,True,1.00641,"Wave 5 projected upward, consolidation pattern in wave 4",6,2022.06.15T08-36-15.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-14,buy,b,c,primary,impulse,0.76,0.69,0.78,,,,,main,True,0.695,"Elliott Wave count showing completion of wave (W), entering wave (X) with sub-waves labeled; correction pattern in progress",1,2022.06.14T08-31-48.pdf,loss,0.67938,45.0,C:AUDUSD,700.0,0.29,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-06-14,sell,b,c,primary,impulse,,,,,,,,main,True,0.689,"Wave Y (c) projected downward, bearish Elliott Wave structure completing",2,2022.06.14T08-31-48.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-14,sell,4,5,intermediate,impulse,,,,,,,,main,True,1.0448,"Wave 5 projected downward, price at wave 4 completion, downtrend continuation expected",3,2022.06.14T08-31-48.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2022-06-14,sell,5,,primary,impulse,1.2021,1.4249,1.202,,,,,main,True,1.202,"Wave 5 complete at 1.20200, downtrend from 1.42490 completed",4,2022.06.14T08-31-48.pdf,win,1.202,2.0,C:GBPUSD,2228.0,0.0,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-14,sell,5,,intermediate,impulse,,,,,,,,main,False,1.208,"Wave 5 completing downtrend, Elliott Wave count shows impulse pattern with triangle formation in upper structure",5,2022.06.14T08-31-48.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2022-06-14,buy,ii,iii,intermediate,impulse,,,,,,,,main,True,1.34,Elliott Wave Count showing completion of wave (Y) with wave iii projected upward,6,2022.06.14T08-31-48.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-06-13,sell,b,c,primary,corrective,,,,,,,,main,True,0.689,"Wave (X) complete at 0.76500, Wave (Y) in progress with subwaves a-b-c, downtrend continuation expected",1,2022.06.13T09-37-50.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-06-13,sell,b,c,intermediate,zigzag,,,,,,,,main,True,0.70676,"Wave (Y) descending, target projection around 0.68500",2,2022.06.13T09-37-50.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-13,sell,4,5,intermediate,impulse,,,,,,,,main,False,1.0348,"Wave 5 projected downward, price approaching lower trendline support",3,2022.06.13T09-37-50.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2022-06-13,sell,5,,primary,impulse,1.2021,1.4249,,,,,,main,True,1.20676,"Wave 5 completed at 1.20210, bearish Elliott Wave pattern",4,2022.06.13T09-37-50.pdf,pending,,45.0,C:GBPUSD,2228.0,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-13,sell,5,,,impulse,,,,,,,,main,False,1.2,Wave 5 (c) in progress with downward projection to 1.20000 level,5,2022.06.13T09-37-50.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2022-06-13,buy,ii,iii,intermediate,impulse,,,,,,,,main,True,1.343,"Wave (Y) iii in progression, recovery from wave ii",6,2022.06.13T09-37-50.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-06-10,sell,4,5,intermediate,impulse,0.72803,,0.70024,0.69268,,,,main,True,0.71015,"Elliott Wave Count shows completed (X) at peak, corrective phase ongoing with targets at 61.80% (0.70024) and 78.80% (0.69268), 100% extension at 0.68306",1,2022.06.10T10-54-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-10,sell,4,5,intermediate,impulse,1.05164,1.03483,1.04425,1.03483,1.04425,1.05164,,main,True,1.05164,"Elliott Wave Count completed wave (3), wave 4 in progress, expecting wave 5 downside",2,2022.06.10T10-54-57.pdf,loss,1.03483,2.0,C:EURUSD,168.1,0.44,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-10,sell,(ii),(iii),intermediate,leading_diagonal,,,1.21555,1.22647,,,,leading_diagonal,True,1.23505,"Leading diagonal scenario active, awaiting market reaction on trend line",3,2022.06.10T10-54-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2022-06-10,buy,ii,iii,primary,impulse,,,,,,,,main,True,1.324,"Wave Y completing, impulse wave i-ii-iii projected upward from corrective pattern",4,2022.06.10T10-54-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-10,buy,ii,iii,intermediate,impulse,,1.25,,,0.78609,,,main,True,1.27676,"Market confirmed bullish scenario, hold long positions",5,2022.06.10T10-54-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-06-10,sell,5,(C),intermediate,impulse,0.97,0.9867,0.935,,0.9867,,,main,True,0.98121,"Confirmation level to sell at 0.97000, Elliott Wave Count shows completion of wave 5 with projected decline to 0.93500",6,2022.06.10T10-54-57.pdf,loss,0.9867,34.0,C:USDCHF,167.0,2.1,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-06-09,buy,3,5,intermediate,impulse,0.71,0.6947,,,,,,main,True,0.745,Move stop higher to minimize risk and guarantee profits,1,2022.06.09T09-09-23.pdf,loss,0.6947,2.0,C:AUDUSD,153.0,,,,,,,,,,,,,,,,,,,
EUR/USD,8H,2022-06-09,buy,B,C,intermediate,zigzag,1.074,1.06809,,,,,,main,True,1.071,"Confirmation level to buy at 1.07400, invalidation at 1.06809",2,2022.06.09T09-09-23.pdf,loss,1.06809,2.0,C:EURUSD,59.1,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-06-09,buy,B,C,intermediate,triangle,1.0748,1.06509,,,,,,main,True,1.0748,"Confirmation level to buy at 1.07480, invalidation at 1.06509",3,2022.06.09T09-09-23.pdf,loss,1.06509,2.0,C:EURUSD,97.1,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-06-09,buy,B,3,,leading diagonal scenario,1.25998,1.24323,1.29289,,0.61803,,,main,True,1.25098,Leading diagonal scenario with triangle pattern completed. Confirmation level to buy at 1.25998. Alternative invalidation level at 1.24323.,4,2022.06.09T09-09-23.pdf,loss,1.2127,45.0,C:GBPUSD,167.5,1.96,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-06-09,buy,2,3,intermediate,impulse,1.26164,1.25172,1.25442,1.23997,,,,main,True,1.26164,"Confirmation level to buy at 1.26164, triangle pattern completing, 78.60% and 100% fib levels marked",5,2022.06.09T09-09-23.pdf,win,1.25442,2.0,C:USDCAD,99.2,0.73,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-06-09,sell,c,5,intermediate,impulse,0.97438,0.98051,0.93,,0.97438,0.98051,,main,False,0.973,"Confirmation level to sell at 0.97438, 50.00% Fib at 0.98051, target 0.93000",6,2022.06.09T09-09-23.pdf,loss,0.98051,2.0,C:USDCHF,61.3,7.24,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-04-20,buy,4,5,primary,impulse,0.73228,0.7,,,,,,main,True,0.74,"Wave (1) completed, wave (2) retracement in progress, wave (3) projected upward continuation",1,2022.04.20T07-21-39.pdf,loss,0.7,18.0,C:AUDUSD,322.8,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-04-20,buy,2,3,intermediate,expanded_leading_diagonal,0.736,0.73228,,,,,,main,True,0.744,Market found support on uptrend line. Trend reversal expected. Wait for correction outside descending channel before buying.,2,2022.04.20T07-21-39.pdf,loss,0.73228,3.0,C:AUDUSD,37.2,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-04-20,sell,5,,,impulse,,1.09,1.09,1.08,,,,main,True,1.08063,Wave 5 (c) completing downward impulse with double invalidation levels marked at 1.09000 and 1.09500,3,2022.04.20T07-21-39.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2022-04-20,sell,iv,,intermediate,impulse,,,,,,,,main,True,1.3055,"Wave (3) completed, downtrend channel established, wave iv in progress with potential wave (v) to follow",4,2022.04.20T07-21-39.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-04-20,buy,iii,,,impulse,1.31466,1.3072,,,,,,Option 1,True,1.31466,"Confirmation level to buy at 1.31466, invalidation at 1.30720",5,2022.04.20T07-21-39.pdf,loss,1.22329,45.0,C:GBPUSD,74.6,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-04-20,buy,5,5,,ending diagonal,1.31,,,,,,,Option 2,True,1.30812,"Ending Diagonal scenario, confirmation level to buy at 1.31000",6,2022.04.20T07-21-39.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-04-19,buy,4,5,primary,impulse,0.752,0.705,0.765,0.775,,,,main,True,0.742,"Wave 5 (blue) in progress, previous impulse structure completed, triangle consolidation pattern visible",1,2022.04.19T06-21-02.pdf,loss,0.69326,45.0,C:AUDUSD,470.0,0.28,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-04-19,sell,5,c,intermediate,expanded_leading_diagonal,0.76613,0.69896,0.73154,0.72328,0.73154,0.72328,,main,True,0.745,"Expanded Leading Diagonal scenario, bearish continuation expected",2,2022.04.19T06-21-02.pdf,win,0.69326,45.0,C:AUDUSD,671.7,0.51,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-04-19,sell,4,5,intermediate,impulse,1.0923,1.098,,,,,,main,True,1.08681,"Wave (5) projected downward, invalidation levels marked at 1.09800 and 1.09230",3,2022.04.19T06-21-02.pdf,pending,,45.0,C:EURUSD,57.0,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2022-04-19,buy,4,5,primary,impulse,,,,,,,,main,True,1.3035,"Wave 4 complete, wave 5 projected upward, downtrend reversal expected",4,2022.04.19T06-21-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-04-19,buy,iv,iii,,impulse,1.31648,1.2997,,,,,,Option 1,True,1.315,"Confirmation level to buy marked, invalidation level shown below",5,2022.04.19T06-21-02.pdf,loss,1.2305,45.0,C:GBPUSD,167.8,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-04-19,buy,5,5,,ending_diagonal,1.30915,1.29998,,,,,,Option 2,False,1.30115,Ending Diagonal scenario,6,2022.04.19T06-21-02.pdf,loss,1.2305,45.0,C:GBPUSD,91.7,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-04-18,buy,4,5,primary,impulse,0.746,0.705,0.77,0.805,,,,main,True,0.748,"Wave 5 projected upward, completing Elliott Wave cycle with wave 4 consolidation",1,2022.04.18T05-42-14.pdf,loss,0.69533,45.0,C:AUDUSD,410.0,0.59,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-04-18,sell,5,c,primary,expanded_leading_diagonal,0.76013,0.73154,0.73338,0.69696,0.73154,0.76013,,main,True,0.74676,"Expanded leading diagonal scenario, projection to 61.80% retracement at 0.73338",2,2022.04.18T05-42-14.pdf,win,0.69533,45.0,C:AUDUSD,285.9,0.94,,,,,,,,,,,,,,,,,,
